Image_ID,Degradation,PC1,PC2,TSNE1,TSNE2
R088,Rain,-3.257562398910522,-10.26446533203125,-12.31842517852783,3.732340097427368
R089,Rain,-7.378654479980469,-13.23845100402832,-21.54319763183594,4.659646511077881
R090,Rain,-5.421524524688721,-8.059865951538086,-12.17262363433838,4.182711601257324
R091,Rain,-4.574422836303711,-16.53406524658203,-16.08146667480469,2.362704515457153
R092,Rain,-12.33426094055176,4.067846775054932,1.254178881645203,11.77461433410645
R093,Rain,-7.011995792388916,-6.009854316711426,-12.22225189208984,1.152954578399658
R094,Rain,-5.478368759155273,-15.33662414550781,-16.96675109863281,9.7399320602417
R095,Rain,-4.422311305999756,-18.46872711181641,-17.09846305847168,9.773234367370605
R096,Rain,-2.019379377365112,-16.91905975341797,-16.7470874786377,-0.7789583206176758
R097,Rain,-9.236631393432617,-6.668063163757324,-12.71091556549072,6.33354663848877
R098,Rain,-10.77461338043213,-11.29266357421875,-15.97066497802734,7.33040714263916
R099,Rain,-7.729004859924316,-11.69828033447266,-15.68312740325928,9.114066123962402
R100,Rain,-10.66538524627686,-0.8220851421356201,-10.9752082824707,7.135575771331787
H001,Haze,-13.30575084686279,9.304126739501953,4.296725273132324,10.59451770782471
H002,Haze,-14.65418243408203,8.530097007751465,9.706462860107422,12.47887229919434
H003,Haze,-13.88296985626221,8.095678329467773,6.537621021270752,22.27072334289551
H004,Haze,-13.81016063690186,7.875656127929688,3.396458625793457,9.98842716217041
H005,Haze,-13.29260444641113,9.492671966552734,7.715877056121826,11.12460899353027
H006,Haze,-14.17057609558105,10.41946601867676,6.763245105743408,14.58434009552002
H007,Haze,-13.91850471496582,8.720646858215332,6.340253829956055,15.30104160308838
H008,Haze,-14.16663837432861,10.91061592102051,6.2196364402771,14.87309646606445
H009,Haze,-13.9453125,11.06462478637695,6.396113395690918,13.82018756866455
H010,Haze,-14.69892406463623,9.56049633026123,8.672445297241211,13.75122165679932
H011,Haze,-14.33588027954102,9.774002075195312,5.275651454925537,11.54581165313721
H012,Haze,-14.98498821258545,9.033490180969238,7.706318855285645,18.22947120666504
H013,Haze,-15.14228439331055,9.860498428344727,5.653611660003662,18.17314338684082
H014,Haze,-13.15256309509277,9.287386894226074,5.740696430206299,11.93214511871338
H015,Haze,-14.2686710357666,9.90948486328125,8.272452354431152,11.04782485961914
H016,Haze,-14.21509742736816,10.83956050872803,8.340339660644531,11.50771713256836
H017,Haze,-14.48954296112061,9.90259075164795,12.31126499176025,11.82930183410645
H018,Haze,-15.1889066696167,9.78697681427002,12.01610279083252,11.68908786773682
H019,Haze,-13.36923122406006,8.960612297058105,10.53620624542236,16.289306640625
H020,Haze,-15.20436096191406,9.30014705657959,11.11630535125732,15.68005180358887
H021,Haze,-14.9267053604126,9.206317901611328,10.71938991546631,15.95561408996582
H022,Haze,-13.44327735900879,9.440488815307617,4.978331565856934,13.04546737670898
H023,Haze,-13.13976764678955,6.44093132019043,5.939562797546387,10.28951835632324
H024,Haze,-14.10095977783203,8.391995429992676,6.95672607421875,10.22837543487549
H025,Haze,-14.37098407745361,10.17893600463867,8.56692123413086,11.6551513671875
H026,Haze,-12.54842281341553,9.052216529846191,4.306796550750732,13.93485069274902
H027,Haze,-13.68612384796143,8.947881698608398,4.713344573974609,12.93052577972412
H028,Haze,-14.40563011169434,8.967198371887207,5.905597686767578,16.13840293884277
H029,Haze,-15.08218193054199,8.46394157409668,9.754875183105469,14.72464847564697
H030,Haze,-13.83207607269287,10.68500328063965,8.655732154846191,13.40848731994629
H031,Haze,-14.5701732635498,6.743667602539062,0.5289549231529236,14.30157947540283
H032,Haze,-13.6960563659668,8.137472152709961,4.956004619598389,8.891489028930664
H033,Haze,-14.51544189453125,7.059839248657227,1.229128241539001,15.43933868408203
H034,Haze,-14.04846954345703,7.911429405212402,1.466935157775879,14.22252464294434
H035,Haze,-13.44348907470703,9.600016593933105,2.74528169631958,15.27093601226807
H036,Haze,-13.77542400360107,8.34673023223877,2.655660390853882,14.90867519378662
H037,Haze,-12.96047592163086,10.04806709289551,3.424297332763672,12.81913948059082
H038,Haze,-14.00211143493652,8.739534378051758,9.875732421875,10.54078674316406
H039,Haze,-15.12077045440674,10.69456386566162,10.13008499145508,11.12942314147949
H040,Haze,-13.1838321685791,8.04638671875,2.117459774017334,11.48843669891357
H041,Haze,-14.24436378479004,9.357762336730957,4.283635139465332,15.51808166503906
H042,Haze,-12.49546718597412,7.891510963439941,6.642622947692871,10.42396450042725
H043,Haze,-14.89710807800293,9.722681045532227,10.46410942077637,11.07281875610352
H044,Haze,-12.84973239898682,9.91307544708252,7.296836376190186,13.32841300964355
H045,Haze,-14.24795722961426,9.784137725830078,6.439594745635986,19.00419998168945
H046,Haze,-14.54673862457275,8.524443626403809,10.59299468994141,17.59243583679199
H047,Haze,-13.72276401519775,8.970174789428711,8.22655963897705,15.33343029022217
H048,Haze,-13.7470760345459,9.668338775634766,5.347434997558594,17.05975914001465
H049,Haze,-13.9905481338501,6.881850242614746,9.123348236083984,8.695822715759277
H050,Haze,-13.69724655151367,10.10454273223877,3.18409252166748,19.30839538574219
H051,Haze,-13.09025955200195,9.396653175354004,5.016682147979736,14.42437934875488
H052,Haze,-14.75642204284668,8.458160400390625,5.029266834259033,18.47370147705078
H053,Haze,-11.89637565612793,9.670451164245605,5.426052570343018,11.92641448974609
H054,Haze,-12.74907398223877,9.588011741638184,7.620158195495605,20.48111534118652
H055,Haze,-13.39831733703613,10.64836025238037,5.792800426483154,20.44999885559082
H056,Haze,-14.96720218658447,8.692973136901855,3.744237422943115,19.99105453491211
H057,Haze,-13.58670997619629,8.63337516784668,5.999691009521484,16.0383415222168
H058,Haze,-13.18710041046143,10.19660091400146,4.462581634521484,16.3494815826416
H059,Haze,-14.55200672149658,9.698331832885742,3.832870721817017,20.3045711517334
H060,Haze,-15.2508020401001,10.03447246551514,11.93549823760986,16.1804370880127
H061,Haze,-14.93999195098877,8.774940490722656,4.2510666847229,18.15119171142578
H062,Haze,-12.64016437530518,8.153999328613281,5.097753047943115,9.073136329650879
H063,Haze,-12.83941650390625,7.91141939163208,5.661457538604736,8.62248706817627
H064,Haze,-14.34659862518311,10.5035982131958,9.131621360778809,20.86801338195801
H065,Haze,-16.16049003601074,9.14227294921875,8.817996978759766,17.66906929016113
H066,Haze,-13.78535270690918,9.841592788696289,7.055386543273926,17.21002006530762
H067,Haze,-14.12265205383301,10.05711841583252,6.347233772277832,18.97400856018066
H068,Haze,-13.84939002990723,9.414495468139648,2.329276323318481,13.91683673858643
H069,Haze,-13.37725448608398,8.91118335723877,5.324404716491699,11.08042144775391
H070,Haze,-13.71121406555176,9.715963363647461,5.350849628448486,15.95637321472168
H071,Haze,-13.55812644958496,9.393073081970215,8.212589263916016,16.77449798583984
H072,Haze,-15.01287746429443,10.52437496185303,7.248233318328857,16.60282707214355
H073,Haze,-13.70507431030273,9.454615592956543,3.024029731750488,12.41354942321777
H074,Haze,-13.74974918365479,9.323678016662598,9.69284725189209,16.57445335388184
H075,Haze,-14.4406681060791,8.674345970153809,5.912439823150635,16.91098785400391
H076,Haze,-13.45047378540039,9.980772972106934,9.143908500671387,21.0751953125
H077,Haze,-14.4174976348877,7.672585964202881,10.68667697906494,13.35184288024902
H078,Haze,-13.39244174957275,8.874370574951172,2.824872493743896,17.28879547119141
H079,Haze,-14.14952182769775,10.26009178161621,4.44631814956665,16.49011993408203
H080,Haze,-13.64591884613037,9.846400260925293,2.499247312545776,13.47314834594727
H081,Haze,-14.14972114562988,8.87166690826416,8.372321128845215,9.706501960754395
H082,Haze,-14.12448787689209,9.332721710205078,8.284789085388184,9.287032127380371
H083,Haze,-15.27432346343994,9.905385971069336,8.160015106201172,18.04410362243652
H084,Haze,-14.02043151855469,9.838172912597656,6.794992446899414,15.61937999725342
H085,Haze,-14.74029541015625,10.54904937744141,7.04030179977417,12.45042419433594
H086,Haze,-14.58630752563477,7.254861354827881,9.781282424926758,13.99774169921875
H087,Haze,-13.28904438018799,10.03043079376221,1.652226090431213,17.94265937805176
H088,Haze,-12.92989730834961,9.03496265411377,2.042689323425293,16.74143981933594
H089,Haze,-12.70634460449219,8.197355270385742,3.121372222900391,11.83396625518799
H090,Haze,-14.66511631011963,10.14865493774414,7.180369853973389,18.38421249389648
H091,Haze,-14.68378734588623,8.073055267333984,9.605215072631836,13.56196308135986
H092,Haze,-14.36569881439209,10.43909645080566,9.4522066116333,19.34509468078613
H093,Haze,-14.0945873260498,9.803476333618164,5.627556324005127,14.62555313110352
H094,Haze,-15.12195014953613,10.25483798980713,8.931490898132324,14.89059066772461
H095,Haze,-15.11943054199219,9.1555814743042,8.85679817199707,14.8789005279541
H096,Haze,-14.13829326629639,9.51029109954834,3.842172384262085,14.6785192489624
H097,Haze,-13.63544178009033,9.255504608154297,2.577740907669067,15.54153251647949
H098,Haze,-13.7757043838501,7.916597843170166,6.326373100280762,7.763317108154297
H099,Haze,-13.72985363006592,9.080384254455566,4.578187465667725,11.66093921661377
H100,Haze,-14.28866386413574,10.7718620300293,8.853031158447266,18.95782470703125
N001,Noise,20.41735649108887,5.255165576934814,0.5597192645072937,-32.03359222412109
N002,Noise,15.74761295318604,3.26958703994751,4.915712356567383,-24.97183036804199
N003,Noise,16.3486499786377,3.769097566604614,5.350691318511963,-26.11388397216797
N004,Noise,19.8288402557373,4.415256500244141,-0.175949364900589,-25.97856330871582
N005,Noise,18.18345832824707,4.879674434661865,-2.703264951705933,-30.07448959350586
N006,Noise,17.40569305419922,2.653359413146973,8.735527992248535,-23.66428184509277
N007,Noise,19.01965141296387,5.094050407409668,0.622917652130127,-28.84616279602051
N008,Noise,20.58492279052734,7.041219234466553,-0.4983316659927368,-31.54584121704102
N009,Noise,18.49041938781738,4.634138107299805,1.081502437591553,-28.31800842285156
N010,Noise,18.8531379699707,4.55935525894165,1.031105160713196,-26.50307464599609
N011,Noise,17.08682823181152,3.38214111328125,2.770297527313232,-22.81807136535645
N012,Noise,17.98904991149902,4.523245811462402,3.122721910476685,-30.42163467407227
N013,Noise,19.96382522583008,4.746535301208496,-0.9473494291305542,-26.42046737670898
N014,Noise,17.67046737670898,4.088013648986816,6.959979057312012,-27.31385040283203
N015,Noise,20.24794769287109,5.890834331512451,0.8156340718269348,-30.24437141418457
N016,Noise,19.84524345397949,4.907955646514893,-1.442583799362183,-28.49208068847656
N017,Noise,16.96621131896973,3.460178852081299,8.433394432067871,-27.5040111541748
N018,Noise,18.47031211853027,3.417777299880981,9.595070838928223,-27.62373161315918
N019,Noise,16.84905815124512,3.494264841079712,4.379713535308838,-28.31319427490234
N020,Noise,18.2191219329834,4.673470020294189,8.050115585327148,-28.08224487304688
N021,Noise,18.22842597961426,4.12462043762207,1.875965714454651,-32.31732177734375
N022,Noise,18.90626907348633,4.032827854156494,2.126331090927124,-31.6795768737793
N023,Noise,16.58100891113281,4.356935501098633,3.051393270492554,-27.15742111206055
N024,Noise,18.52307319641113,3.586416721343994,0.9885903596878052,-28.01203536987305
N025,Noise,18.14116859436035,2.873251676559448,3.613646268844604,-25.92802238464355
N026,Noise,18.39642715454102,4.607882499694824,1.88360595703125,-28.49691581726074
N027,Noise,19.21820259094238,2.398361206054688,1.590481758117676,-25.57231521606445
N028,Noise,13.18362045288086,3.692821025848389,7.757328987121582,-29.51706123352051
N029,Noise,20.74470520019531,5.734843730926514,1.62596583366394,-33.97732925415039
N030,Noise,19.80964660644531,4.325173854827881,0.1004766002297401,-27.16963577270508
N031,Noise,21.41354370117188,5.043332099914551,0.2845223248004913,-33.27724075317383
N032,Noise,21.11785125732422,4.520373344421387,-0.611799955368042,-29.90991973876953
N033,Noise,17.83911895751953,3.647794246673584,5.930742263793945,-27.61006546020508
N034,Noise,16.57148933410645,2.529348611831665,5.959083557128906,-24.98488807678223
N035,Noise,18.93417739868164,5.44383716583252,2.21792197227478,-28.95701217651367
N036,Noise,21.70964241027832,6.72127628326416,6.421290397644043,-23.28080177307129
N037,Noise,18.39020729064941,4.106907844543457,5.074681282043457,-27.76752853393555
N038,Noise,18.11176872253418,5.303920745849609,1.2470543384552,-28.88662719726562
N039,Noise,17.1767692565918,3.120955467224121,0.6837501525878906,-24.70514678955078
N040,Noise,18.11936187744141,4.047021865844727,5.160501003265381,-27.63678359985352
N041,Noise,17.27988243103027,3.332389831542969,3.611612319946289,-28.53602981567383
N042,Noise,18.44975852966309,3.676494121551514,5.537576675415039,-27.29940032958984
N043,Noise,17.52373695373535,2.821309328079224,1.700135111808777,-26.6744327545166
N044,Noise,19.3285026550293,4.379743576049805,4.951072692871094,-29.2910327911377
N045,Noise,17.2469425201416,3.636546850204468,6.96136999130249,-26.04739379882812
N046,Noise,19.62921333312988,4.849331378936768,1.228073954582214,-31.28873252868652
N047,Noise,20.82945251464844,6.084053993225098,-1.039801359176636,-30.4145393371582
N048,Noise,16.05795669555664,2.619876146316528,2.677647829055786,-26.4181957244873
N049,Noise,16.92160987854004,4.662314891815186,8.005982398986816,-26.77300643920898
N050,Noise,18.52033424377441,5.48747444152832,-3.038872480392456,-31.14678192138672
N051,Noise,19.0457649230957,4.852982997894287,1.905237197875977,-29.21275329589844
N052,Noise,16.22700881958008,3.437270402908325,8.266249656677246,-25.20583915710449
N053,Noise,18.28350639343262,3.656275510787964,7.325214385986328,-24.73188400268555
N054,Noise,17.66435241699219,4.150972843170166,3.00417160987854,-27.50661087036133
N055,Noise,19.17620658874512,5.513396739959717,1.414295554161072,-30.23504829406738
N056,Noise,19.55828475952148,7.052640438079834,-0.9868031144142151,-33.14908599853516
N057,Noise,17.91793060302734,4.518657684326172,6.264618396759033,-28.05441093444824
N058,Noise,19.03182983398438,4.590660095214844,7.694202423095703,-25.48990631103516
N059,Noise,18.23413276672363,4.606773853302002,6.279460906982422,-26.35844039916992
N060,Noise,18.8927001953125,4.073755264282227,6.929424285888672,-25.55776214599609
N061,Noise,19.27468490600586,5.183751106262207,7.544266223907471,-27.23183250427246
N062,Noise,15.21251010894775,2.011080503463745,2.870816230773926,-25.02579307556152
N063,Noise,21.31738662719727,3.836963653564453,-0.8999335765838623,-30.00404930114746
N064,Noise,20.63958740234375,5.940071105957031,0.8559063076972961,-30.63177680969238
N065,Noise,17.64422798156738,4.025146961212158,1.771730661392212,-27.56885147094727
N066,Noise,18.58546257019043,1.83793306350708,9.214832305908203,-25.72484588623047
N067,Noise,22.34929466247559,5.495739459991455,0.9169497489929199,-33.0985107421875
N068,Noise,17.51560211181641,4.788791179656982,-1.798893809318542,-32.08650207519531
N069,Noise,19.39175224304199,3.030900001525879,0.3078289330005646,-32.40745162963867
N070,Noise,14.19047546386719,1.424216389656067,4.762844562530518,-24.83670425415039
N071,Noise,14.22939968109131,2.066607475280762,5.163466453552246,-26.0023193359375
N072,Noise,18.23650932312012,2.478960752487183,-0.3697609603404999,-26.00246810913086
N073,Noise,16.59161186218262,3.415254354476929,-2.748668909072876,-30.00043296813965
N074,Noise,15.85298824310303,1.262597799301147,8.748270034790039,-23.55364036560059
N075,Noise,17.42914581298828,3.318175315856934,-0.09452647715806961,-28.90138816833496
N076,Noise,18.97452735900879,4.796795845031738,-0.5347722768783569,-31.86057281494141
N077,Noise,17.51428031921387,2.961207866668701,0.3232932686805725,-28.46051979064941
N078,Noise,17.41402244567871,2.933227300643921,0.5558000802993774,-26.43862915039062
N079,Noise,15.88004207611084,1.065207958221436,2.745405435562134,-22.79255294799805
N080,Noise,16.45622444152832,2.157731294631958,3.153756141662598,-30.46188163757324
N081,Noise,18.70519828796387,3.111882448196411,-1.114633321762085,-26.47888374328613
N082,Noise,15.91963195800781,2.488146066665649,6.690696239471436,-27.23234748840332
N083,Noise,19.01940536499023,4.075118541717529,0.3215002715587616,-30.53547477722168
N084,Noise,18.86321640014648,2.269864320755005,-1.504267692565918,-28.47976303100586
N085,Noise,18.29736709594727,4.999585151672363,9.506189346313477,-29.66703605651855
N086,Noise,19.18862342834473,4.898850917816162,9.884906768798828,-29.02559661865234
N087,Noise,17.82940483093262,5.245970249176025,6.981675624847412,-31.97859191894531
N088,Noise,19.16313171386719,5.983665943145752,9.383951187133789,-29.89189720153809
N089,Noise,18.66783142089844,6.528585910797119,4.223911285400391,-33.26515960693359
N090,Noise,18.74381446838379,6.314406871795654,4.580847263336182,-32.8527946472168
N091,Noise,17.1591739654541,6.503569602966309,5.730541229248047,-32.15606307983398
N092,Noise,19.18104934692383,5.189039707183838,6.113518714904785,-33.423828125
N093,Noise,18.95229148864746,4.525509357452393,7.111711978912354,-32.6734504699707
N094,Noise,18.94317436218262,5.773715019226074,6.469191074371338,-32.75070953369141
N095,Noise,20.00322151184082,4.363074779510498,7.003917694091797,-33.44892120361328
N096,Noise,14.78622150421143,5.584333419799805,8.160999298095703,-30.14139366149902
N097,Noise,21.23783302307129,8.30568790435791,2.584392547607422,-34.25864791870117
N098,Noise,20.61968612670898,5.514613151550293,6.590279579162598,-33.35615158081055
N099,Noise,21.87721061706543,7.057954788208008,4.061172008514404,-34.19343185424805
N100,Noise,21.37878227233887,6.131394386291504,5.040676593780518,-34.04639434814453
